label,affirmation
Info,dit que le parti libertaire de Gary Johnson veut se débarrasser du système scolaire public
Info,ils disent que le pourcentage de trafic va à l'État du pont de la rivière Sakonnet
Intox,l'argent de relance a été consacré à des projets d'une importance cruciale comme l'étude des fourmis en Afrique
Intox,travailleurs utilisés chaque une personne sécurité sociale trois
Info,deux fois plus de centres de grossesse en crise prestataires d'avortement légitimes États-Unis
Intox,les politiciens de Washington payaient des discours à l'heure
Intox,"les conditions foncières de l'État sont certainement restrictives, la marijuana médicale est prescrite, les conditions sont atteintes, le marché est en mouvement"
Intox,"Klein tient une assemblée publique unique sur les soins de santé, le grand public est invité à poser des questions et à présenter ses opinions"
Intox,"L'économie du Wisconsin s'est effondrée, le gouverneur Scott Walker et jusqu'à présent, les gens étaient déjà couchés"
Intox,programme Medicaid de Virginie environ pour cent milliards d'années perte de déchets fraude inefficacité
Info,dit que les américains sont morts par balle au moment où Ebola fait peur aux élections de mi-mandat à Dallas
Intox,"l'année dernière, l'arrêt du plan de sauvetage d'Obamacare a permis d'économiser des milliards aux contribuables"
Intox,le conseiller de campagne de Blackberry mccain dit que vous cherchez un miracle que John mccain a aidé à créer
Info,Obama a tenu une première réunion carrière politique Bill Ayerss maison ils ont travaillé ensemble sur divers projets Chicago
Info,"dit que les immigrés illégaux bénéficient de prestations sociales, ils envoient leurs enfants à l'école, ils utilisent les services publics"
Info,dit que Trimet dépense ses prestations pour chaque salaire dépensé
Info,Le Colorado a assoupli les lois sur la marijuana médicale. Les accidents mortels impliquant des conducteurs potus ont grimpé en flèche. Le nombre total de décès sur la route a diminué.
Intox,beaucoup de prêts étudiants déjà refinancés par le gouvernement fédéral
Info,"faire en sorte que le pétrole et le gaz aient toujours raison, la production pétrolière secrète du Texas a atteint un sommet"
Info,"dit à plusieurs reprises l'année dernière, les candidats au conseil municipal d'Austin ont des sièges avec des votes négatifs, ce qui a provoqué un second tour"
Intox,je sais qu'Obamacare a coûté près du double du billion initialement prévu
Intox,dit que le fonds pour les jours de pluie des États projeté d'accumuler des milliards est déjà utilisé
Intox,"dit Julie Parrish, Sarah Palins, maman Grizzlies"
Info,"presque tous les sondages montraient Sanders contre Trump bien mieux Clinton contre Trump, c'est vrai à l'échelle nationale"
Intox,les pinellas au feu vert n'emprunteront pas les véhicules des voies existantes
Intox,des gens ont tué leur ceinture de sécurité
Intox,"concernant les agressions sexuelles, les femmes sont en fait plus sûres"
Intox,Pillowtex a mal géré presque les gens se sont fait baiser
Info,sept fois obama a pu empêcher la Chine de tricher sept fois a refusé
Intox,"Je suis gouverneur des États-Unis, la loi a signé et dit qu'il faut une enquête indépendante, il y a un décès, quelqu'un est en garde à vue"
Intox,Austin ISD taux d'obtention du diplôme le plus élevé de toutes les grandes villes du Texas
Intox,Je sais que les entreprises ne veulent pas investir de l'argent privé dans le projet de train à grande vitesse de Californie.
Intox,l'économie préside aujourd'hui mieux celle héritée
Intox,"dit que Ron Johnson s'oppose entièrement au salaire minimum fédéral, sauf peut-être aux travailleurs invités"
Info,"dit que Marco Rubio s'oppose à l'avortement, même en cas de viol, d'inceste"
Info,"Selon Donald Trump, quatre entreprises distinctes ont été mises en faillite"
Intox,"doit s'entendre pour assurer un carburant abordable, l'Amérique augmente sa production nationale"
Intox,l'année dernière censuré muselé
Info,tests éducatifs floride entreprise choisie histoire significative promotion de l'identification glbt mode de vie enfants jeunes de sept ans
Info,Charlie Crist élu gouverneur de Floride classé st k éducation l'année dernière est allé st année top amérique
Info,"en raison d'Obamacare, l'Arkansas a déjà couvert près d'un pour cent de personnes non assurées"
Intox,Les familles de la classe moyenne à travers l'Amérique paieraient chaque année des réductions d'impôts pour les riches
Intox,"dit que le procureur du comté de Williamson, John Bradley, réduit le pourcentage de crimes et de délits entre les mains"
Intox,dit que Repmike Coffman est celui qui soutiendrait Trump
Info,"Selon le bureau du budget du Congrès, l'abrogation d'Obamacare augmenterait le déficit budgétaire"
Info,"aujourd'hui, le Nouveau-Mexique est la sixième économie à la croissance la plus rapide"
Intox,Le pipeline Keystone de la jambe du Texas a déjà créé des emplois cette année
Intox,"la troisième ville budgétaire de Ferguson, dans le Missouri, a récolté des amendes civiles"
Info,Selon le pourcentage des bâtiments scolaires publics d'Austin sous-utilisés
Intox,mccain s'est opposé à la clôture frontalière
Info,dit que Loretta Lynchs a siégé plus longtemps que les sept candidats précédents du procureur général combinés
Intox,"a déclaré précédemment que l'OTAN était obsolète et avait échoué à un accord adéquat sur le terrorisme depuis que les commentaires ont changé de politique, une nouvelle division a concentré les menaces terroristes"
Info,L'argent des contribuables fournit des appareils iPod Touch aux lycéens de l'Utah Blackberry téléphones intelligents les fumeurs donnent une habitude étude de financement fourmis exotiques Afrique de l'Est
Intox,dit que le pourcentage de votes enregistrés des résidents éligibles du comté de Travis
Info,"dit que Mitt Romney a dit de ne pas avoir besoin de pompiers, de policiers, d'enseignants"
Intox,communauté afro-américaine aujourd'hui pourcentage d'enfants nés nés mariage
Intox,dit que les dirigeants syndicaux ont transporté des manifestants en bus lors d'une manifestation sur l'éducation dans le centre de la Floride
Intox,"Selon le président du rassemblement électoral, Barack Obama a passé beaucoup de temps à crier franchement aux manifestants une honte"
Intox,transparence concernant les questions financières du parti républicain en Floride
Info,dit qu'un test de dépistage de drogue a été effectué
Info,Le plan pour l'emploi des républicains de l'Oregon House pourrait générer des emplois sur cinq ans
Info,dit que Rick Perry est devenu gouverneur pourcentage de la population active totale salaire minimum emploi aujourd'hui nombre doublé pourcentage
Intox,Hillary Clinton a dirigé le département d'État milliards disparus miss milliard a dirigé le département d'État milliards soit volé je ne sais pas
Intox,tapis de prière récemment trouvés brosse à bordure latérale au Texas
Intox,pourcentage d'Américains estiment qu'une vérification universelle des antécédents est nécessaire
Info,la taxe de transport régressive de l'université d'Emory obtient littéralement le coût virtuel de la ligne de transport en commun
Info,réduire les déficits de près des trois quarts
Info,"dit que Jon Huntsman a déclaré que la loi sur la relance n'était pas assez importante. Le gouverneur a demandé des milliards de fonds de relance fédéraux, selon lui, n'a jamais été soutenu."
Intox,changer les règles fait obstruction aux candidats à la présidentielle
Intox,des enfants meurent emplois agricoles industrie
Info,les états-unis combattent les irakiens battent l'EI le long de l'iran le yémen combat l'iran les irakiens les saoudiens
Intox,le gouvernement Romney a coupé les repas casher les personnes âgées juives Medicaid Save Day
Info,"depuis février, le secteur privé a perdu des millions d'emplois, le gouvernement fédéral a fait croître des centaines de milliers de travailleurs"
Info,Oregon revenu par habitant pourcentage moyenne nationale se détériore état qui s'appauvrit en fait
Info,les gens travaillent la finance font l'année
Intox,subvention gouverneurs main-d'œuvre conseil est allé enseigner employé entreprise fait ornemental les détenteurs de cartes de visite utilisent facebook twitter
Intox,dit que les animaux enragés les États portent différentes souches les vaccins contre la rage en Floride les sérums n'affectent pas
Info,agresse des agents des forces de l'ordre du Wisconsin pour cent dans tout l'État depuis
Info,"je vois déjà des boulangers, des fleuristes, des photographes, une participation forcée aux mariages homosexuels, des menaces judiciaires, même la prison"
Intox,a dépensé un million de ponts pour les habitants de l'île de l'Alaska
Intox,retenue des cotisations syndicales pour la moitié des campagnes démocratiques en Floride
Intox,femme passe en premier histoire de la première dame hispanique du Texas
